Binance Contract, Bybit Contract, Expiry, Future Price, Spreads, Accumulated_Quantity, Accumulated_MTM, Accumulated_Buy_Premium, Accumulated_Sell_Premium, Accumulated_Required_Margin, Trade_ROI, Trade_CAGR, Binance_Ask_Orderbook, Bybit_Bid_Orderbook

